# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KP1_3081	KP1_3081	BAH63717	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3082	KP1_3082	BAH63718	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3083	KP1_3083	BAH63719	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3084	KP1_3084	BAH63720	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3085	KP1_3085	BAH63721	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3086	KP1_3086	BAH63722	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3087	KP1_3087	BAH63723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3088	KP1_3088	BAH63724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3089	KP1_3089	BAH63725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3090	KP1_3090	BAH63726	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3091	KP1_3091	BAH63727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3117	KP1_3117	BAH63752	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3120	KP1_3120	BAH63753	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3121	KP1_3121	BAH63754	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3122	KP1_3122	BAH63755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3123	KP1_3123	BAH63756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3125	KP1_3125	BAH63757	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3126	KP1_3126	BAH63758	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3127	KP1_3127	BAH63759	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3128	KP1_3128	BAH63760	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_3129	KP1_3129	BAH63761	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3130	KP1_3130	BAH63762	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3131	KP1_3131	BAH63763	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3132	KP1_3132	BAH63764	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3133	KP1_3133	BAH63765	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3134	KP1_3134	BAH63766	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_3135	KP1_3135	BAH63767	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3136	KP1_3136	BAH63768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3138	KP1_3138	BAH63769	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3140	KP1_3140	BAH63770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3141	KP1_3141	BAH63771	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3157	KP1_3157	BAH63786	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3158	KP1_3158	BAH63787	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3160	KP1_3160	BAH63788	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3161	KP1_3161	BAH63789	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3162	KP1_3162	BAH63790	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3163	KP1_3163	BAH63791	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3172	KP1_3172	BAH63800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3173	KP1_3173	BAH63801	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3174	KP1_3174	BAH63802	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_3175	KP1_3175	BAH63803	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3176	KP1_3176	BAH63804	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3177	KP1_3177	BAH63805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3178	KP1_3178	BAH63806	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3181	KP1_3181	BAH63809	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3183	KP1_3183	BAH63811	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3184	KP1_3184	BAH63812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3186	KP1_3186	BAH63813	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_3187	KP1_3187	BAH63814	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
KP1_3189	KP1_3189	BAH63815	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3190	KP1_3190	BAH63816	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
KP1_3191	KP1_3191	BAH63817	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
KP1_3192	KP1_3192	BAH63818	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
KP1_3194	KP1_3194	BAH63819	protein_coding	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	1
KP1_3195	KP1_3195	BAH63820	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
KP1_3196	KP1_3196	BAH63821	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
KP1_3198	KP1_3198	BAH63822	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
KP1_3199	KP1_3199	BAH63823	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3200	KP1_3200	BAH63824	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
KP1_3202	KP1_3202	BAH63825	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_3203	KP1_3203	BAH63826	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3204	KP1_3204	BAH63827	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3205	KP1_3205	BAH63828	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3206	KP1_3206	BAH63829	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3245	KP1_3245	BAH63867	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3246	KP1_3246	BAH63868	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3251	KP1_3251	BAH63873	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3252	KP1_3252	BAH63874	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3253	KP1_3253	BAH63875	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3254	KP1_3254	BAH63876	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3255	KP1_3255	BAH63877	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3256	KP1_3256	BAH63878	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3258	KP1_3258	BAH63879	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3262	KP1_3262	BAH63883	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
KP1_3264	KP1_3264	BAH63884	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
KP1_3266	KP1_3266	BAH63886	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_3267	KP1_3267	BAH63887	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
KP1_3272	KP1_3272	BAH63891	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_3274	KP1_3274	BAH63893	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3310	KP1_3310	BAH63926	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3326	KP1_3326	BAH63942	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_3331	KP1_3331	BAH63947	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_3337	KP1_3337	BAH63952	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3339	KP1_3339	BAH63954	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_3340	KP1_3340	BAH63955	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3364	KP1_3364	BAH63975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3366	KP1_3366	BAH63976	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3367	KP1_3367	BAH63977	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3368	KP1_3368	BAH63978	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3369	KP1_3369	BAH63979	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_3370	KP1_3370	BAH63980	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3371	KP1_3371	BAH63981	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3372	KP1_3372	BAH63982	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3390	KP1_3390	BAH63999	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3392	KP1_3392	BAH64000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3393	KP1_3393	BAH64001	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3394	KP1_3394	BAH64002	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3395	KP1_3395	BAH64003	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3396	KP1_3396	BAH64004	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3397	KP1_3397	BAH64005	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3399	KP1_3399	BAH64006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3414	KP1_3414	BAH64019	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
KP1_3415	KP1_3415	BAH64020	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
KP1_3416	KP1_3416	BAH64021	protein_coding	1	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	1
KP1_3417	KP1_3417	BAH64022	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
KP1_3418	KP1_3418	BAH64023	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
KP1_3421	KP1_3421	BAH64024	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
KP1_3422	KP1_3422	BAH64025	protein_coding	0	0	1	3	0	0	0	3	0	1	0	0	0	0	0	0	0
KP1_3423	KP1_3423	BAH64026	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_3424	KP1_3424	BAH64027	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3425	KP1_3425	BAH64028	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_3427	KP1_3427	BAH64030	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_3486	KP1_3486	BAH64087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3490	KP1_3490	BAH64091	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_3578	KP1_3578	BAH64173	protein_coding	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0
KP1_3595	KP1_3595	BAH64187	protein_coding	0	0	0	28	0	0	0	18	0	0	0	0	0	0	0	0	10
KP1_3597	KP1_3597	BAH64189	protein_coding	0	0	0	32	0	0	0	22	0	0	0	0	0	0	0	0	10
KP1_3599	KP1_3599	BAH64190	protein_coding	0	0	0	30	0	0	0	21	0	0	0	0	0	0	0	0	9
KP1_3600	KP1_3600	BAH64191	protein_coding	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	21
KP1_3601	KP1_3601	BAH64192	protein_coding	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	21
KP1_3602	KP1_3602	BAH64193	protein_coding	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	21
KP1_3603	KP1_3603	BAH64194	protein_coding	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	21
KP1_3604	KP1_3604	BAH64195	protein_coding	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	21
KP1_3607	KP1_3607	BAH64198	protein_coding	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	18
KP1_3616	KP1_3616	BAH64204	protein_coding	0	0	1	26	0	0	0	0	0	1	0	0	0	0	0	0	26
KP1_3617	KP1_3617	BAH64205	protein_coding	0	0	0	27	0	0	0	26	0	0	0	0	0	0	0	0	1
KP1_3620	KP1_3620	BAH64207	protein_coding	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	24
KP1_3621	KP1_3621	BAH64208	protein_coding	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	24
KP1_3623	KP1_3623	BAH64209	protein_coding	0	0	0	27	0	0	0	24	0	0	0	0	0	0	0	0	3
KP1_3624	KP1_3624	BAH64210	protein_coding	0	0	0	27	0	0	0	24	0	0	0	0	0	0	0	0	3
KP1_3625	KP1_3625	BAH64211	protein_coding	0	0	0	52	0	0	0	26	0	0	0	0	0	0	0	0	26
KP1_3630	KP1_3630	BAH64216	protein_coding	0	19	3	25	0	0	0	23	0	3	0	0	0	0	0	19	2
KP1_3637	KP1_3637	BAH64222	protein_coding	0	0	0	34	0	0	0	13	0	0	0	0	0	0	0	0	21
KP1_3638	KP1_3638	BAH64223	protein_coding	0	1	0	18	0	0	0	12	0	0	0	0	0	0	0	1	6
KP1_3639	KP1_3639	BAH64224	protein_coding	0	0	0	19	0	0	0	12	0	0	0	0	0	0	0	0	7
KP1_3640	KP1_3640	BAH64225	protein_coding	0	0	0	14	0	0	0	12	0	0	0	0	0	0	0	0	2
KP1_3644	KP1_3644	BAH64229	protein_coding	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0
KP1_3645	KP1_3645	BAH64230	protein_coding	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0
KP1_3646	KP1_3646	BAH64231	protein_coding	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0
KP1_3647	KP1_3647	BAH64232	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
KP1_3675	KP1_3675	BAH64260	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3735	KP1_3735	BAH64309	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3736	KP1_3736	BAH64310	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3738	KP1_3738	BAH64311	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3739	KP1_3739	BAH64312	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3740	KP1_3740	BAH64313	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3764	KP1_3764	BAH64336	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3770	KP1_3770	BAH64341	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3771	KP1_3771	BAH64342	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_3772	KP1_3772	BAH64343	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3823	KP1_3823	BAH64390	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3831	KP1_3831	BAH64396	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_3833	KP1_3833	BAH64398	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4013	KP1_4013	BAH64559	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4015	KP1_4015	BAH64561	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4016	KP1_4016	BAH64562	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4022	KP1_4022	BAH64568	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4023	KP1_4023	BAH64569	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4093	KP1_4093	BAH64637	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4096	KP1_4096	BAH64640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4097	KP1_4097	BAH64641	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4102	KP1_4102	BAH64645	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4104	KP1_4104	BAH64647	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4108	KP1_4108	BAH64650	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4113	KP1_4113	BAH64655	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4118	KP1_4118	BAH64660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4123	KP1_4123	BAH64665	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	2
KP1_4124	KP1_4124	BAH64666	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1
KP1_4129	KP1_4129	BAH64670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4179	KP1_4179	BAH64716	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4180	KP1_4180	BAH64717	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4182	KP1_4182	BAH64719	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4183	KP1_4183	BAH64720	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4184	KP1_4184	BAH64721	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4190	KP1_4190	BAH64726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4191	KP1_4191	BAH64727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4196	KP1_4196	BAH64732	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4197	KP1_4197	BAH64733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4199	KP1_4199	BAH64735	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4200	KP1_4200	BAH64736	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4201	KP1_4201	BAH64737	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4202	KP1_4202	BAH64738	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4206	KP1_4206	BAH64741	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4207	KP1_4207	BAH64742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4208	KP1_4208	BAH64743	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4209	KP1_4209	BAH64744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4210	KP1_4210	BAH64745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4211	KP1_4211	BAH64746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4213	KP1_4213	BAH64747	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_4215	KP1_4215	BAH64748	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_4216	KP1_4216	BAH64749	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4217	KP1_4217	BAH64750	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4218	KP1_4218	BAH64751	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_4219	KP1_4219	BAH64752	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4220	KP1_4220	BAH64753	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_4221	KP1_4221	BAH64754	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_4222	KP1_4222	BAH64755	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_4224	KP1_4224	BAH64756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4225	KP1_4225	BAH64757	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4226	KP1_4226	BAH64758	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_4227	KP1_4227	BAH64759	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4228	KP1_4228	BAH64760	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4229	KP1_4229	BAH64761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4231	KP1_4231	BAH64762	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4232	KP1_4232	BAH64763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4335	KP1_4335	BAH64856	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
KP1_4337	KP1_4337	BAH64858	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4338	KP1_4338	BAH64859	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4344	KP1_4344	BAH64864	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4345	KP1_4345	BAH64865	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4346	KP1_4346	BAH64866	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4351	KP1_4351	BAH64871	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4352	KP1_4352	BAH64872	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4353	KP1_4353	BAH64873	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4354	KP1_4354	BAH64874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4364	KP1_4364	BAH64882	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4365	KP1_4365	BAH64883	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4367	KP1_4367	BAH64884	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4368	KP1_4368	BAH64885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4369	KP1_4369	BAH64886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4370	KP1_4370	BAH64887	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4371	KP1_4371	BAH64888	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4372	KP1_4372	BAH64889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4420	KP1_4420	BAH64931	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4421	KP1_4421	BAH64932	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4422	KP1_4422	BAH64933	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4423	KP1_4423	BAH64934	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4424	KP1_4424	BAH64935	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
